user_no,latitude,longitude,record_time
1,37.23650709221804,126.66456727645256,2025-09-21 05:24:00
1,37.236561094316784,126.66458338136482,2025-09-21 05:27:00
1,37.23652873697973,126.66462153644304,2025-09-21 05:30:00
1,37.23654303943703,126.66458753464975,2025-09-21 05:33:00
1,37.23653660140777,126.66458229325826,2025-09-21 05:36:00
1,37.23652627329454,126.66459489550476,2025-09-21 05:39:00
1,37.23654538195933,126.66462700854322,2025-09-21 05:42:00
1,37.23655319727725,126.66459483677592,2025-09-21 05:45:00
1,37.2365205047906,126.66463160464038,2025-09-21 05:48:00
1,37.23656665443094,126.6646037876778,2025-09-21 05:51:00
1,37.23650477961039,126.6646046974892,2025-09-21 05:54:00
1,37.23652807255304,126.6645913102626,2025-09-21 05:57:00
1,37.23654150408484,126.66454628823185,2025-09-21 06:00:00
1,37.236608620893925,126.66476844641936,2025-09-21 06:03:00
1,37.23669072697624,126.66493922433956,2025-09-21 06:06:00
1,37.23674851059727,126.6651182010505,2025-09-21 06:09:00
1,37.23681695242154,126.66522579251162,2025-09-21 06:12:00
1,37.2368688418007,126.665375480665,2025-09-21 06:15:00
1,37.23695247764877,126.665581465267,2025-09-21 06:18:00
1,37.23700433566603,126.66574975195702,2025-09-21 06:21:00
1,37.23708065094963,126.6658760059711,2025-09-21 06:24:00
1,37.23723966789335,126.66587252722807,2025-09-21 06:27:00
1,37.23741092816853,126.66590075943633,2025-09-21 06:30:00
1,37.23752413927507,126.6658774403322,2025-09-21 06:33:00
1,37.23767775525624,126.66594249699531,2025-09-21 06:36:00
1,37.237708184087,126.66610980334669,2025-09-21 06:39:00
1,37.23776820497152,126.66624191561232,2025-09-21 06:42:00
1,37.23791710355057,126.6663232863148,2025-09-21 06:45:00
1,37.23803568769898,126.6664393534699,2025-09-21 06:48:00
1,37.23816198754348,126.66647961255656,2025-09-21 06:51:00
1,37.23832580057698,126.66653087045452,2025-09-21 06:54:00
1,37.23845972535866,126.6665521298407,2025-09-21 06:57:00
1,37.23859188766044,126.6666419290466,2025-09-21 07:00:00
1,37.23868575357853,126.66682117379834,2025-09-21 07:03:00
1,37.23869374375416,126.66692367628194,2025-09-21 07:06:00
1,37.23880305088305,126.66716334455714,2025-09-21 07:09:00
1,37.23885473229207,126.66735266467118,2025-09-21 07:12:00
1,37.23892432512043,126.6675363944441,2025-09-21 07:15:00
1,37.238967487395,126.66767176719256,2025-09-21 07:18:00
1,37.23908805433344,126.66782658943252,2025-09-21 07:21:00
1,37.23918285191627,126.66799802786976,2025-09-21 07:24:00
1,37.23929612944211,126.66818233202872,2025-09-21 07:27:00
1,37.23938514478263,126.6683579258816,2025-09-21 07:30:00
1,37.239396071068505,126.66858268999864,2025-09-21 07:33:00
1,37.23955701503815,126.66865550364194,2025-09-21 07:36:00
1,37.23966488465047,126.66879205148444,2025-09-21 07:39:00
1,37.23978973951566,126.66887735659778,2025-09-21 07:42:00
1,37.23990576701395,126.66898097825415,2025-09-21 07:45:00
1,37.24007096482464,126.66903456977698,2025-09-21 07:48:00
1,37.24015108035264,126.66916207260276,2025-09-21 07:51:00
1,37.24030409829197,126.66922650190928,2025-09-21 07:54:00
1,37.24036691546868,126.66930394031225,2025-09-21 07:57:00
1,37.24049149724039,126.6693942007213,2025-09-21 08:00:00
1,37.240625640652205,126.66948364179,2025-09-21 08:03:00
1,37.24071124523506,126.66953595182304,2025-09-21 08:06:00
1,37.24083567656035,126.66966882090604,2025-09-21 08:09:00
1,37.240795991487104,126.6698398519408,2025-09-21 08:12:00
1,37.24080901508298,126.6700391667411,2025-09-21 08:15:00
1,37.24076278523537,126.6701883808245,2025-09-21 08:18:00
1,37.240761226307065,126.67033190273516,2025-09-21 08:21:00
1,37.240741786373874,126.67052252187663,2025-09-21 08:24:00
1,37.24064773467344,126.67066991369532,2025-09-21 08:27:00
1,37.24063098703408,126.6708414107947,2025-09-21 08:30:00
1,37.24061487816634,126.67102415507752,2025-09-21 08:33:00
1,37.24058209826305,126.67122161604996,2025-09-21 08:36:00
1,37.24050980216205,126.6713426967614,2025-09-21 08:39:00
1,37.240494336479394,126.6715351742738,2025-09-21 08:42:00
1,37.24043868782285,126.67167588796572,2025-09-21 08:45:00
1,37.24043457057272,126.67183245062763,2025-09-21 08:48:00
1,37.240403988856194,126.6720588476292,2025-09-21 08:51:00
1,37.240340120607016,126.67218778063656,2025-09-21 08:54:00
1,37.24030506068889,126.67240593604524,2025-09-21 08:57:00
1,37.24024647455583,126.67253299219722,2025-09-21 09:00:00
1,37.24026825447351,126.67272066103448,2025-09-21 09:03:00
1,37.24016132021304,126.67289084699368,2025-09-21 09:06:00
1,37.24015473759724,126.6730487419594,2025-09-21 09:09:00
1,37.240155360230354,126.6732595750842,2025-09-21 09:12:00
1,37.24014401914931,126.67341439925214,2025-09-21 09:15:00
1,37.24006686628671,126.67362314495462,2025-09-21 09:18:00
1,37.23997149365239,126.67380610516832,2025-09-21 09:21:00
1,37.23994391701879,126.67390867398474,2025-09-21 09:24:00
1,37.239852118678925,126.67400528722057,2025-09-21 09:27:00
1,37.23974764854291,126.67417511806138,2025-09-21 09:30:00
1,37.23965304411014,126.67432996461528,2025-09-21 09:33:00
1,37.23954659962095,126.67446430489444,2025-09-21 09:36:00
1,37.23952056327283,126.67458146795936,2025-09-21 09:39:00
1,37.23940644373815,126.67471762090764,2025-09-21 09:42:00
1,37.23933202832569,126.67488298550664,2025-09-21 09:45:00
1,37.23925340198478,126.67499310039923,2025-09-21 09:48:00
1,37.23918936721171,126.6750926108296,2025-09-21 09:51:00
1,37.2391448604717,126.6752316998102,2025-09-21 09:54:00
1,37.23901188382651,126.67539747555324,2025-09-21 09:57:00
1,37.23896563871622,126.67557173746653,2025-09-21 10:00:00
1,37.238834571557625,126.67570350395272,2025-09-21 10:03:00
1,37.23878407391276,126.6758180611432,2025-09-21 10:06:00
1,37.23869405657762,126.67594281388008,2025-09-21 10:09:00
1,37.23859302291137,126.6760675399304,2025-09-21 10:12:00
1,37.23852025583923,126.67625313108684,2025-09-21 10:15:00
1,37.23846890050541,126.67636445214754,2025-09-21 10:18:00
1,37.23836814944597,126.67646874805772,2025-09-21 10:21:00
1,37.23829583055933,126.67663781039862,2025-09-21 10:24:00
1,37.2382024044189,126.6767674747564,2025-09-21 10:27:00
1,37.23809301829712,126.67688571013596,2025-09-21 10:30:00
1,37.23803413927761,126.67702644223095,2025-09-21 10:33:00
1,37.23792730655092,126.67718803500632,2025-09-21 10:36:00
1,37.23788546101109,126.6773085145278,2025-09-21 10:39:00
1,37.237777794376015,126.67743650818878,2025-09-21 10:42:00
1,37.23773350357536,126.6775177717112,2025-09-21 10:45:00
1,37.23763820275497,126.67771254156034,2025-09-21 10:48:00
1,37.23754701256468,126.67785675823544,2025-09-21 10:51:00
1,37.23747320930109,126.67799631514856,2025-09-21 10:54:00
1,37.23739843594175,126.67810881006936,2025-09-21 10:57:00
1,37.23730279162379,126.67825699291646,2025-09-21 11:00:00
1,37.237208765207846,126.67837184432248,2025-09-21 11:03:00
1,37.23711810891722,126.67849669051029,2025-09-21 11:06:00
1,37.23704858433006,126.67869908705944,2025-09-21 11:09:00
1,37.23699747090986,126.678793017703,2025-09-21 11:12:00
1,37.236931216246624,126.6789201466834,2025-09-21 11:15:00
1,37.23678452395068,126.67910134308394,2025-09-21 11:18:00
1,37.23670869676505,126.67924762140473,2025-09-21 11:21:00
1,37.23666242114484,126.67938129309876,2025-09-21 11:24:00
1,37.23659574648262,126.67952143917792,2025-09-21 11:27:00
1,37.236504481602935,126.67963578047464,2025-09-21 11:30:00
1,37.23641711155744,126.6798065371072,2025-09-21 11:33:00
1,37.23637754251595,126.67993823392491,2025-09-21 11:36:00
1,37.2362525403338,126.68013985275674,2025-09-21 11:39:00
1,37.23620720115572,126.6802147866956,2025-09-21 11:42:00
1,37.2361030621897,126.68037062602492,2025-09-21 11:45:00
1,37.235978986007055,126.68051175165166,2025-09-21 11:48:00
1,37.23588192534309,126.68065858961988,2025-09-21 11:51:00
1,37.23578463031972,126.68079807315574,2025-09-21 11:54:00
1,37.23566975904608,126.6809235291822,2025-09-21 11:57:00
1,37.23552145122871,126.68108082566638,2025-09-21 12:00:00
1,37.235466701321634,126.68119017183363,2025-09-21 12:03:00
1,37.23532269438199,126.6813436760615,2025-09-21 12:06:00
1,37.23522831464949,126.68150093573767,2025-09-21 12:09:00
1,37.23513958450066,126.68163922898027,2025-09-21 12:12:00
1,37.23499457846173,126.68179836762188,2025-09-21 12:15:00
1,37.23484728041056,126.68177169539584,2025-09-21 12:18:00
1,37.23471440493666,126.68172402911738,2025-09-21 12:21:00
1,37.234623022321486,126.68169366867755,2025-09-21 12:24:00
1,37.23443902010327,126.68160940400746,2025-09-21 12:27:00
1,37.23430911672342,126.6815376984394,2025-09-21 12:30:00
1,37.234191720312,126.6815428376906,2025-09-21 12:33:00
1,37.23403946894124,126.68150544176744,2025-09-21 12:36:00
1,37.23390204631355,126.6814248494602,2025-09-21 12:39:00
1,37.2337597267079,126.68137386254082,2025-09-21 12:42:00
1,37.23362193618994,126.68133357556349,2025-09-21 12:45:00
1,37.23348518267051,126.68125802848706,2025-09-21 12:48:00
1,37.23339877483528,126.68110085544237,2025-09-21 12:51:00
1,37.23324455396864,126.68093454604453,2025-09-21 12:54:00
1,37.23316902223971,126.68071279064844,2025-09-21 12:57:00
1,37.23329387361241,126.6807036622438,2025-09-21 13:00:00
1,37.23337537626498,126.680538692453,2025-09-21 13:03:00
1,37.2335356827743,126.6805297248452,2025-09-21 13:06:00
1,37.23368457070394,126.68049866130762,2025-09-21 13:09:00
1,37.23377171734868,126.68041290833916,2025-09-21 13:12:00
1,37.23393473673156,126.68033240297346,2025-09-21 13:15:00
1,37.23399264459377,126.68022596415064,2025-09-21 13:18:00
1,37.23413987103523,126.6801502567686,2025-09-21 13:21:00
1,37.23410354302978,126.68018763503844,2025-09-21 13:24:00
1,37.234114859329694,126.6801685144696,2025-09-21 13:27:00
1,37.234077689503614,126.68016376826748,2025-09-21 13:30:00
1,37.23406538479956,126.68016573709026,2025-09-21 13:33:00
1,37.23404695590027,126.68018872697348,2025-09-21 13:36:00
1,37.234035249036886,126.68017420871558,2025-09-21 13:39:00
1,37.234030005372304,126.68015981170625,2025-09-21 13:42:00
1,37.23403007674649,126.68015688233054,2025-09-21 13:45:00
1,37.23402855137707,126.6801632773058,2025-09-21 13:48:00
1,37.23404807703008,126.68017743317728,2025-09-21 13:51:00
1,37.234064500501496,126.6801858696373,2025-09-21 13:54:00
1,37.23409771110616,126.6801468355262,2025-09-21 13:57:00
1,37.23409949402468,126.68012793444828,2025-09-21 14:00:00
1,37.23409215074189,126.68012045248084,2025-09-21 14:03:00
1,37.234107320634,126.68010793049793,2025-09-21 14:06:00
1,37.23410616776891,126.68008411629134,2025-09-21 14:09:00
1,37.23412244818279,126.68006363357053,2025-09-21 14:12:00
1,37.23411165017428,126.68003793226868,2025-09-21 14:15:00
1,37.2341238188892,126.68004023915005,2025-09-21 14:18:00
1,37.234096123624816,126.6800473240493,2025-09-21 14:21:00
1,37.23413928887368,126.6801639493326,2025-09-21 14:24:00
1,37.23402604007333,126.68022424025412,2025-09-21 14:27:00
1,37.23391301032851,126.68032696270748,2025-09-21 14:30:00
1,37.23378683206639,126.68034204663574,2025-09-21 14:33:00
1,37.23365246353563,126.68043216278316,2025-09-21 14:36:00
1,37.23352734898624,126.6805218676408,2025-09-21 14:39:00
1,37.23339042369693,126.6806056848298,2025-09-21 14:42:00
1,37.23328249665895,126.68069003718136,2025-09-21 14:45:00
1,37.23314534913723,126.68081818190883,2025-09-21 14:48:00
1,37.23325171723737,126.68091892107788,2025-09-21 14:51:00
1,37.23337998306391,126.68106613833316,2025-09-21 14:54:00
1,37.233478675998185,126.68127296524952,2025-09-21 14:57:00
1,37.23358578771632,126.68135411701236,2025-09-21 15:00:00
1,37.23373059424299,126.68137472269956,2025-09-21 15:03:00
1,37.2338966951679,126.68142583404844,2025-09-21 15:06:00
1,37.2340483132892,126.68146603124742,2025-09-21 15:09:00
1,37.234184204049406,126.68156127588482,2025-09-21 15:12:00
1,37.234269965863774,126.6815568354829,2025-09-21 15:15:00
1,37.23441551940666,126.68163102140818,2025-09-21 15:18:00
1,37.234556219893015,126.6816775539836,2025-09-21 15:21:00
1,37.23474190612137,126.68170132538856,2025-09-21 15:24:00
1,37.234884014429255,126.68178426070996,2025-09-21 15:27:00
1,37.23496380963813,126.68181171770895,2025-09-21 15:30:00
1,37.23511151142298,126.6816787896281,2025-09-21 15:33:00
1,37.23525159214906,126.68154348534962,2025-09-21 15:36:00
1,37.23535358447104,126.68135171231772,2025-09-21 15:39:00
1,37.23544245572841,126.68122756349922,2025-09-21 15:42:00
1,37.23556400644839,126.68105441756768,2025-09-21 15:45:00
1,37.235650446672864,126.68090985849804,2025-09-21 15:48:00
1,37.23574885525932,126.68082267313022,2025-09-21 15:51:00
1,37.23588261592703,126.68067798991817,2025-09-21 15:54:00
1,37.2359661873737,126.68051200084824,2025-09-21 15:57:00
1,37.2360592255156,126.68035745708836,2025-09-21 16:00:00
1,37.23621356922519,126.68022496149388,2025-09-21 16:03:00
1,37.23628579334546,126.68007980718907,2025-09-21 16:06:00
1,37.23633877960438,126.67993376415454,2025-09-21 16:09:00
1,37.236440649099485,126.6798074628678,2025-09-21 16:12:00
1,37.236503347109306,126.67965148558456,2025-09-21 16:15:00
1,37.23655148795413,126.67949406560236,2025-09-21 16:18:00
1,37.23666044248899,126.67942758477338,2025-09-21 16:21:00
1,37.23672663121378,126.6792082487484,2025-09-21 16:24:00
1,37.23683247070182,126.67908371787304,2025-09-21 16:27:00
1,37.23689572749934,126.6789166599765,2025-09-21 16:30:00
1,37.23682018824985,126.6787902424536,2025-09-21 16:33:00
1,37.23673037464432,126.6786655690751,2025-09-21 16:36:00
1,37.2366117852649,126.6784984038539,2025-09-21 16:39:00
1,37.23655708581641,126.6783870407875,2025-09-21 16:42:00
1,37.23646032184963,126.67826761768576,2025-09-21 16:45:00
1,37.23637798162576,126.67814979056492,2025-09-21 16:48:00
1,37.236259906540646,126.67803683282524,2025-09-21 16:51:00
1,37.23621030616724,126.67789535760116,2025-09-21 16:54:00
1,37.23611918506055,126.67780167476444,2025-09-21 16:57:00
1,37.235998720791386,126.67781530455396,2025-09-21 17:00:00
1,37.235899831394704,126.6779533414324,2025-09-21 17:03:00
1,37.23576698540158,126.67804077761596,2025-09-21 17:06:00
1,37.23565867394176,126.67811111376474,2025-09-21 17:09:00
1,37.23552601971124,126.67821891987332,2025-09-21 17:12:00
1,37.23539383999709,126.67829154771891,2025-09-21 17:15:00
1,37.23527482286425,126.6783985767372,2025-09-21 17:18:00
1,37.23517895100466,126.67848287707989,2025-09-21 17:21:00
1,37.23507299944091,126.67855106719028,2025-09-21 17:24:00
1,37.23495616177162,126.67869838963244,2025-09-21 17:27:00
1,37.23485665731521,126.67850198478276,2025-09-21 17:30:00
1,37.23481022528253,126.67837684702758,2025-09-21 17:33:00
1,37.23470582981753,126.67823246073736,2025-09-21 17:36:00
1,37.23461056956732,126.67811801214664,2025-09-21 17:39:00
1,37.23459989371995,126.67791798658376,2025-09-21 17:42:00
1,37.23453345919049,126.67779093198416,2025-09-21 17:45:00
1,37.2344545987785,126.67762615120684,2025-09-21 17:48:00
1,37.23436091083999,126.67751826345962,2025-09-21 17:51:00
1,37.23429504682563,126.67738105460508,2025-09-21 17:54:00
1,37.23422573938054,126.67721108425616,2025-09-21 17:57:00
1,37.234148034217206,126.67708889441784,2025-09-21 18:00:00
1,37.23407149476469,126.67693448410525,2025-09-21 18:03:00
1,37.234001600052686,126.6768221467643,2025-09-21 18:06:00
1,37.23396879795038,126.67668608512804,2025-09-21 18:09:00
1,37.23386625319965,126.67649212492071,2025-09-21 18:12:00
1,37.23379679784157,126.6764013742336,2025-09-21 18:15:00
1,37.23371826831245,126.67624674449875,2025-09-21 18:18:00
1,37.23360591129671,126.67606530663554,2025-09-21 18:21:00
1,37.23353890258639,126.67591283400289,2025-09-21 18:24:00
1,37.23348264230984,126.6758110783456,2025-09-21 18:27:00
1,37.23340979460959,126.6756236350942,2025-09-21 18:30:00
1,37.2333503879666,126.67554322708484,2025-09-21 18:33:00
1,37.23328893428004,126.67536790212556,2025-09-21 18:36:00
1,37.23321303783072,126.67521099466724,2025-09-21 18:39:00
1,37.2331005316813,126.67506312289764,2025-09-21 18:42:00
1,37.23307436415863,126.67491989007188,2025-09-21 18:45:00
1,37.2329604792024,126.67476273250574,2025-09-21 18:48:00
1,37.23286876558867,126.67458250262364,2025-09-21 18:51:00
1,37.232811980737225,126.6744521385814,2025-09-21 18:54:00
1,37.232711504856994,126.67428739853877,2025-09-21 18:57:00
1,37.23266751785202,126.67412371494808,2025-09-21 19:00:00
1,37.23257812116058,126.67397410630724,2025-09-21 19:03:00
1,37.23249684587945,126.67383165959332,2025-09-21 19:06:00
1,37.23241871589635,126.6736651667345,2025-09-21 19:09:00
1,37.232340240683534,126.67355456784573,2025-09-21 19:12:00
1,37.23226911095744,126.6734035403228,2025-09-21 19:15:00
1,37.23219986773139,126.67327022069574,2025-09-21 19:18:00
1,37.23216392336121,126.6731066006154,2025-09-21 19:21:00
1,37.232043376669246,126.67292061145446,2025-09-21 19:24:00
1,37.23200723185087,126.67277181245198,2025-09-21 19:27:00
1,37.231923289637386,126.67260270198088,2025-09-21 19:30:00
1,37.2318486326583,126.6724692026563,2025-09-21 19:33:00
1,37.23176959159938,126.67227204637304,2025-09-21 19:36:00
1,37.23178847414123,126.6722746131986,2025-09-21 19:39:00
1,37.23179865473551,126.67229395267304,2025-09-21 19:42:00
1,37.23179571193732,126.6723108815888,2025-09-21 19:45:00
1,37.231813257883225,126.6723359173488,2025-09-21 19:48:00
1,37.231805837364135,126.67229553422382,2025-09-21 19:51:00
1,37.23182390241482,126.67230454326206,2025-09-21 19:54:00
1,37.231796696356525,126.67230283298268,2025-09-21 19:57:00
1,37.2318229188566,126.67230653158778,2025-09-21 20:00:00
1,37.23182380734409,126.67228940145216,2025-09-21 20:03:00
1,37.2318601704923,126.67230930856088,2025-09-21 20:06:00
1,37.23184669040951,126.67233443017342,2025-09-21 20:09:00
1,37.23174099205003,126.6723001567356,2025-09-21 20:12:00
1,37.23168255082513,126.6721111291023,2025-09-21 20:15:00
1,37.23163828771472,126.67201941744186,2025-09-21 20:18:00
1,37.23152724520298,126.67190010387183,2025-09-21 20:21:00
1,37.23145784224235,126.67175003192632,2025-09-21 20:24:00
1,37.23138191556612,126.67159263335236,2025-09-21 20:27:00
1,37.23129530223324,126.67140323392098,2025-09-21 20:30:00
1,37.23123266564763,126.671296209752,2025-09-21 20:33:00
1,37.231152458751055,126.67111043343014,2025-09-21 20:36:00
1,37.2311137741299,126.67095126270776,2025-09-21 20:39:00
1,37.231019533128176,126.67083986300324,2025-09-21 20:42:00
1,37.23096635794155,126.67069249109808,2025-09-21 20:45:00
1,37.23089138214861,126.67060296598284,2025-09-21 20:48:00
1,37.2307889879337,126.67037627183537,2025-09-21 20:51:00
1,37.230708685786965,126.6702344857338,2025-09-21 20:54:00
1,37.23063458881194,126.67009594905724,2025-09-21 20:57:00
1,37.23057108760806,126.66994929974798,2025-09-21 21:00:00
1,37.23052136166208,126.66983129638396,2025-09-21 21:03:00
1,37.23045513995548,126.66965562384114,2025-09-21 21:06:00
1,37.23049518486919,126.6695377508629,2025-09-21 21:09:00
1,37.23060922774886,126.66961498961868,2025-09-21 21:12:00
1,37.23062720750965,126.66938972069008,2025-09-21 21:15:00
1,37.23070972415584,126.669268834581,2025-09-21 21:18:00
1,37.23071160456257,126.66909622872043,2025-09-21 21:21:00
1,37.23075682558402,126.66886268309806,2025-09-21 21:24:00
1,37.23075290591217,126.66873023946476,2025-09-21 21:27:00
1,37.230805616231166,126.66854381136942,2025-09-21 21:30:00
1,37.23085430547548,126.66836942943227,2025-09-21 21:33:00
1,37.23088052200086,126.66822889097304,2025-09-21 21:36:00
1,37.23091163817279,126.66798520974385,2025-09-21 21:39:00
1,37.23095933393083,126.6678521787932,2025-09-21 21:42:00
1,37.23098723466407,126.66768995332713,2025-09-21 21:45:00
1,37.230992921478645,126.66749855478612,2025-09-21 21:48:00
1,37.23103382148823,126.66729835444455,2025-09-21 21:51:00
1,37.231053494903485,126.6671596514322,2025-09-21 21:54:00
1,37.23108591188966,126.66696072817592,2025-09-21 21:57:00
1,37.23127132229776,126.66696347621402,2025-09-21 22:00:00
1,37.231381716446336,126.6668849818914,2025-09-21 22:03:00
1,37.231521816351886,126.6668398844262,2025-09-21 22:06:00
1,37.23161382615288,126.66685132107456,2025-09-21 22:09:00
1,37.23176152779788,126.6668044582324,2025-09-21 22:12:00
1,37.23189120405753,126.66671889041424,2025-09-21 22:15:00
1,37.23202836395471,126.6666819623,2025-09-21 22:18:00
1,37.23213475569116,126.66657700160832,2025-09-21 22:21:00
1,37.232255788957175,126.66646475756367,2025-09-21 22:24:00
1,37.23233650277658,126.66636343689254,2025-09-21 22:27:00
1,37.23245147624029,126.6662596503472,2025-09-21 22:30:00
